Number;Number 1;Number 2
13959;15708;90824
60199;57673;88781
79267;60473;35968
93277;17754;45101
51980;61555;10035
24270;91871;49709
87755;3997;72948
32139;75840;63367
71416;39146;85186
38720;59666;21553
80538;55537;215
89489;37709;42479
23724;28535;85690
37046;71403;79478
74072;32188;83016
49439;28319;14228
14947;54999;98399
71536;96208;56108
35791;77878;66214
83896;15980;83889
96159;94162;34031
45452;66641;17471
34824;2368;40583
74754;16228;7875
57335;93010;62904
74073;69643;50747
4281;85513;24860
33040;29073;76674
94403;88040;97361
65696;5441;87105
83244;13979;76143
47935;14008;66392
78565;75738;64647
47504;32426;69796
37161;72950;13975
70937;47290;46197
62904;12808;46053
61279;44601;38851
76618;47492;16100
62702;40604;19460
71410;26256;65678
89061;5915;79055
63926;32772;12604
68243;52624;74910
3108;52364;50311
69605;11309;50265
80874;92628;63357
31718;70547;75076
58071;31915;7707
6719;56051;94673
56688;35645;53896
72770;57567;28339
79827;77738;21437
73330;92912;36697
9857;88041;17204
65644;55618;38843
67859;98387;21324
87533;76978;97885
87086;47541;68763
47267;95888;50170
2590;64501;41981
54890;26695;43199
68858;93873;68016
29817;97537;57615
62729;78416;68803
50510;68956;9249
48175;51548;72216
28625;56416;90056
54103;44684;61181
40160;42448;69006
28544;97328;64413
85378;26678;10273
37771;65736;14400
96918;64798;40620
17111;76141;20774
46302;95730;34122
66986;26709;36563
50100;60517;52181
76734;72986;11036
49645;46252;77378
43540;31999;40911
4121;95835;66015
22925;44592;52239
15289;55543;78488
4565;39455;15928
69012;98246;49025
34193;68738;87685
92603;71871;82574
77226;17636;93988
37;25265;80802
1016;21500;97088
38142;29113;4457
30257;91129;84398
42239;82220;81536
4528;25268;36299
61209;55274;38550
74234;73524;42709
10158;53975;79681
43591;41726;75631
70943;85437;22434
59184;92663;45621
50231;57911;88663
26405;95355;45810
97805;58216;49484
3118;55004;90990
87010;34638;81349
89919;5506;91139
75544;85604;78707
43551;89099;6121
74214;60702;87972
49472;53179;12537
58041;75754;57112
1948;15342;27685
90975;2991;47093
31806;92614;88380
56155;99070;96382
12703;67113;33346
57961;18305;5872
72789;51261;1249
31771;2674;88818
95547;4295;14247
89787;37113;95233
72069;58081;98475
72377;77334;48956
59816;32910;96700
66971;45531;51902
17481;57720;58127
55083;46036;63772
18459;91212;22923
47000;47069;49687
61622;40854;14317
55138;73432;30675
95279;48303;77521
64534;74179;85569
82520;20075;77666
87086;57209;17650
37107;96992;130
73867;19400;19501
75398;98608;28575
4222;28597;30106
8188;6890;80231
11225;80081;43033
60256;23791;86844
13426;48479;62853
42693;85809;76353
4394;34583;24818
35784;54285;39955
39905;28762;85148
66613;77978;98496
33791;65762;77651
15096;18561;30394
20292;55072;69832
10998;94298;25770
60973;66133;36593
29417;22924;79808
52333;26081;23172
95508;49107;89429
31022;33385;85052
99167;41136;39249
20537;39543;20928
85487;7796;95419
24176;88863;21078
26094;55244;41593
35923;55978;16122
59988;79540;32733
24404;1356;83918
66235;4750;56212
15287;54532;89771
12099;74284;69870
60821;42503;31499
70495;52199;93976
10425;36973;18047
26581;47070;99409
6788;11090;7915
53408;31185;48159
78747;63275;78874
16991;35170;29525
79136;15728;96678
33342;12584;13838
5150;56759;52427
89553;19269;64365
80405;9792;52375
21551;45785;55708
18689;12271;16056
77435;90301;71131
98669;80716;54014
68783;96598;33333
22979;15297;87540
65490;98688;3146
84321;25258;71370
41089;27464;40218
78436;97467;53175
48611;41629;59356
77040;24727;35356
43662;91730;13456
50039;43343;94013
19643;91548;64878
52145;63064;41247
59457;53053;42925
39451;49553;89968
95049;974;42593
55739;36392;7137
4587;83111;15696
74629;20657;14259
35400;58752;29644
96738;59911;9293
96739;10945;1289
19892;81416;86156
78748;3692;30846
24932;61493;14718
56975;81075;7340
32447;7464;59468
1468;94809;54193
52543;37587;23822
12882;15670;78668
46186;82887;63986
52128;62624;42466
70590;55625;72077
58526;95790;70335
67555;1680;83083
68600;66837;1776
43370;35010;97804
19124;19154;19816
51865;54834;53441
82240;20050;83693
67303;1562;11530
87286;40773;43274
96303;58777;34196
25997;92520;11931
71423;74799;90050
61283;19391;38598
64541;22361;1796
64332;39777;33800
55700;31039;18878
80223;92065;70762
35782;17740;13864
37176;91431;39073
12096;85089;49122
7873;14360;91348
27475;23661;15933
2768;23041;8981
7037;29041;49860
55847;89749;70906
26159;97789;61366
37969;70008;24826
37935;62425;33786
65255;32512;14979
29466;91395;80932
42282;98374;87460
31581;85868;8498
60907;32105;22861
22663;9286;77208
93775;65433;41766
84620;5792;1954
24731;15129;52053
6036;81676;51124
41238;66526;77800
95637;81571;60688
56876;65616;56135
3913;45264;11939
76569;65175;1647
25307;91215;60914
64834;79155;16737
85349;73468;20641
29173;36954;86223
74051;32587;39517
57101;33119;73230
61905;85087;62743
6967;24841;51529
47713;43948;40709
43133;99061;58189
74550;72632;15256
11629;51547;32800
5383;19228;58413
37097;36606;70112
24012;27722;91224
15322;44518;52083
23474;76713;48542
6743;11364;76301
19364;92913;20800
20276;47521;25621
98121;213;13345
75461;1219;28395
60316;13887;28804
28689;73806;34494
74377;97139;17439
2342;12843;54520
52408;99193;26464
43115;82818;51037
88526;67284;77316
32191;71952;6132
60645;88046;23410
9983;94807;35799
19124;54236;85110
80779;71581;20626
73761;85096;8050
42288;88744;60284
71552;57497;27129
39521;4280;34130
20289;62556;67757
26215;29781;96292
82543;38021;41156
93063;32980;31957
33823;42333;34171
79275;62078;13130
7744;91934;19800
58656;75176;15885
47631;51267;20076
60289;99034;20193
74682;42183;39924
9339;73432;35066
39094;48928;1386
18262;46722;53527
94500;28498;20725
79871;8701;81878
94233;54355;9599
73535;27687;28770
14026;82186;2383
42680;36011;47459
85223;90194;10378
98447;82732;75758
90969;85298;8736
38470;209;74968
80346;55238;30178
62958;54423;96648
34878;29755;62054
58005;41571;1181
26655;84233;35876
63313;7898;26941
85666;85810;97735
36939;90118;22727
51340;35556;82029
45205;93205;88327
86644;63306;40218
13137;84663;92351
18079;86316;46811
11186;6838;39414
79242;92274;57967
18140;56712;13674
68168;89814;53286
95431;14699;81665
82802;22833;29139
54140;46854;67722
15210;48248;84031
23955;33647;60690
76187;84648;44312
41566;11943;87758
63096;56734;72542
6646;23116;42426
59587;95360;1370
8336;86732;86876
73889;81796;6812
263;24632;84582
72192;58010;77607
25657;75986;4926
41595;1099;14629
96229;55579;87407
2128;37916;34589
52599;50881;79393
47522;99897;74432
80200;58283;10978
84827;12492;57762
3254;33105;22597
30396;54076;35992
29783;88093;22405
47237;93620;5820
55214;7606;911
64422;89812;97554
70676;40555;26896
35360;45808;25369
68113;24870;65444
63366;72095;74470
9661;17227;95263
74094;53336;39415
36913;18043;83042
11015;89218;89055
33550;15966;45163
49531;17465;8256
15561;38083;29556
24618;79366;82541
41113;23045;68464
33639;21815;56180
40401;47499;21440
41967;17754;42115
57228;74634;95542
65261;17606;65278
63834;55740;74601
51728;29026;69691
47115;67229;79314
17494;11326;80106
60053;32135;8013
13546;59781;83412
97660;86096;27467
55510;24956;62646
52452;50070;92905
73017;25840;25435
77187;12917;25741
68294;39017;26822
5245;92955;78363
76569;88057;50596
6903;9159;779
53823;99495;92259
60853;11777;85352
16750;20774;17134
57593;49200;16585
18092;12185;69888
12587;3867;75651
94014;8605;51808
96820;90991;79890
6476;85017;72947
12500;79762;67503
45748;46915;56901
25682;75874;28056
2354;17282;51351
55090;91218;33656
92939;4882;26984
42560;57198;26594
2353;80323;51143
40158;56357;94432
64562;95891;50806
37201;56382;1710
44518;78454;26994
26035;7275;66311
62819;99962;31810
70404;67201;18177
16952;13708;17511
18826;17938;98870
17811;15471;93091
94336;90547;27465
96571;79646;52834
22630;85292;30100
90561;39032;95464
43421;64133;34565
26453;82153;52137
28212;25551;40701
50047;82869;54906
7539;72281;67278
62338;36071;85654
40482;61521;47837
73568;16948;37346
41001;32413;69961
83752;77386;57292
76758;99720;41560
98830;30828;39781
96409;33380;85539
44471;86897;64036
86292;93925;19392
5838;59257;28973
49103;43834;56414
36584;83820;42318
38379;47749;45006
4952;59620;6651
89095;33049;35477
45473;90902;32373
72626;46401;97477
371;3564;70346
94632;98050;80643
11360;28511;1218
51297;41620;43468
57063;37933;82416
51926;14158;23644
2294;97123;97354
52110;72992;41719
13522;88069;50858
24365;57502;99473
16648;82942;57003
66815;55415;41528
71895;93283;36400
133;27055;41690
48330;6286;65113
19260;12818;12460
71427;18072;66827
11297;36359;89332
31074;37273;84749
7613;24876;66163
42162;72389;39959
44507;40011;69687
20465;644;21056
90654;957;88727
32263;61307;26265
63857;88656;30279
42763;55777;94675
99351;72559;35290
8248;81846;39550
94655;30980;91563
14804;70822;87973
34282;55353;28351
17773;10541;97269
71876;24109;22655
67494;77530;74121
56956;53801;73234
23340;34781;3850
28666;80373;87049
46161;85490;9267
16319;77218;51421
59207;63260;45857
81267;39167;63754
92415;96957;98815
19577;69145;611
49668;19843;11027
9609;76153;326
46590;24899;19359
39685;70123;44085
56382;2780;4667
26810;93345;84884
39354;23420;94127
71937;80025;42822
25641;45660;42242
76335;66727;25335
71921;60653;38125
91184;62790;768
66891;14831;20284
63384;70928;67283
50934;15435;42423
69659;47518;30857
9163;10534;10806
79890;59417;32087
91864;92442;38410
330;23775;24772
11407;91584;79944
84649;48991;35442
73140;9756;21356
38641;8888;83286
28666;63998;72867
57211;5937;43450
37040;42477;71671
61784;28881;60429
63337;62912;76207
83513;76631;54185
80223;38301;95930
36421;2277;23273
61055;38293;14785
88764;52348;56521
29825;66914;70048
86757;78742;32912
2330;23448;75073
49410;96836;67666
18850;29360;62691
48843;72783;67756
43787;94680;88423
88871;2912;75032
61334;95241;58317
9458;46196;99324
57561;69431;60383
78737;64065;12599
56907;29097;83541
12160;88239;60515
63083;74864;33816
15537;39260;93221
95429;18690;45679
22923;85907;43680
74058;9279;97223
67105;98293;40646
38421;72534;56427
97412;44991;14545
45903;43979;272
6180;86625;60268
68898;22946;77454
13241;18948;7462
53876;5238;47564
2449;89493;38990
9119;6794;67251
24055;13836;3635
10564;88348;35729
30260;96974;33762
44417;94710;8464
36137;74974;15749
8325;74648;23331
37724;34298;62673
13637;27445;26472
83603;57437;17161
95572;60897;98871
20389;7208;92763
60525;25616;90571
44945;14131;60304
16082;99101;9795
72923;27199;26492
84876;70387;90706
64126;80469;46714
42475;14603;53739
16596;53344;63011
44427;42396;19588
97406;8599;67778
59051;96215;34275
17;86596;54055
87451;48683;32578
31688;20108;41512
15046;77194;42457
4235;81243;69801
93202;45502;1777
65147;5613;33745
82941;42945;946
4298;78797;63202
6311;30649;36181
48871;47281;45497
65736;21213;33269
77039;67487;15820
13976;51810;38573
58932;74071;67365
99813;6390;58376
18048;73535;28421
3650;36734;51318
66731;34952;75795
2430;67531;95757
83474;98891;30810
36545;83970;11682
37035;99570;70558
17766;8784;51246
72744;7206;79411
19909;29483;76837
76385;64619;87828
59664;60935;84386
1722;87351;86862
12385;37930;31085
43096;90506;7733
11799;95794;22445
7572;49594;19751
55782;40608;69904
9911;26108;80767
67795;74649;71167
90175;3852;25654
18602;68535;40080
17236;19596;9749
79509;36918;86590
44088;82384;77765
22242;45892;13689
4745;35615;20224
49301;14714;13517
87184;26850;7616
27039;60932;91808
15883;4293;2381
45936;34319;8841
99738;25953;65006
25186;7630;9960
34111;23860;52596
44310;93998;11916
50041;40292;83676
93819;12227;3138
80242;36201;68014
33580;90165;63904
25222;82382;98418
50566;19666;63076
5042;99407;44673
47886;32982;35976
6352;56231;52639
75471;35345;48097
87493;3013;4235
76346;68946;54304
50013;3351;83686
41674;49063;51107
95106;95627;2309
40311;90494;58709
63272;96116;70158
81551;27920;88560
99269;94730;2023
22143;86909;38315
57453;24226;21226
82268;45225;98908
28550;40748;26965
38883;21527;65604
64641;39093;528
84403;59010;9703
62801;94034;8922
35474;11111;69604
40798;7497;24102
43093;31800;35300
62000;17924;51121
97312;97702;25612
71270;18905;9912
56748;97418;60895
94339;32395;41356
20998;72146;73144
14175;19738;69087
2001;34210;34893
61643;97414;63070
93558;10730;29553
82241;81413;26180
8208;20279;17744
40025;25927;72289
32495;92822;43218
84840;1378;1768
39625;97183;66972
96318;85766;56563
79212;22191;50233
90855;12681;97372
94756;67848;84588
776;47368;94856
22347;7004;97654
42274;79477;58530
13868;56404;18526
25314;99571;7472
88368;29222;87720
68814;37737;56283
71474;40062;64674
1572;57716;99348
27255;24084;69678
76533;27549;64414
54390;88434;7194
23262;3729;47457
97339;34068;92903
41688;17814;76020
73249;92240;55673
71065;88269;71427
47017;24149;97073
89033;91265;40775
55416;42369;84184
7158;8918;99926
12273;56494;65228
26146;27699;8659
33606;79378;64522
59527;82408;79386
36323;2246;40007
82904;83760;41036
81347;34959;660
60633;47264;95837
58591;80588;65306
74660;30436;76346
73611;58456;56122
51976;33593;99876
22791;90955;97087
65421;14599;12753
4553;38596;77865
89416;59703;38945
84046;17236;60278
32519;36090;12425
58604;95065;74850
33042;10449;71517
62231;10461;67141
61962;31531;85572
47673;85315;74070
60709;37333;27630
54549;29304;18412
41828;15322;66790
81857;70295;48948
36689;13826;51912
94749;55924;75603
50724;44913;68706
89917;24220;30043
33716;24829;4159
88789;63875;22583
54303;28089;59831
4558;88476;91508
54268;24397;72418
67291;86359;69203
77517;80843;6519
94516;35492;67629
62724;41242;28556
17258;46902;9300
33574;64665;85597
42545;24720;17588
88382;11590;52100
65703;10920;60246
95795;24663;90961
97761;72529;89931
98599;1395;23154
95300;14094;86152
58021;65880;27969
86891;2056;54012
5439;49432;90269
10159;2831;62328
89435;67030;72742
50997;83147;81146
42384;9447;24982
2076;87033;71683
74248;30600;9230
37137;96368;27215
44791;88905;56777
63623;11203;70996
60913;79898;15609
29479;64721;61360
33223;74146;30078
3632;34932;29399
65799;44269;86384
54261;98659;70740
2495;15523;27947
95492;85665;36172
83835;95868;38432
40474;63858;9738
52642;43193;36626
42703;70842;10410
99822;8013;16454
1631;94449;72582
75231;29437;60010
74762;88081;38447
92398;5831;63716
93999;77941;80152
30222;97208;60603
51745;68882;15097
74648;12309;58860
94417;12449;95859
8533;42034;93996
43671;26066;81580
77841;2959;34798
26662;15609;19693
26168;36318;92278
93081;23476;56057
62506;48370;14832
15363;18890;41922
95930;4552;13243
24630;6044;51512
15112;47630;37258
23527;56765;791
12293;25752;58603
51930;77036;18093
34729;25509;86494
15599;27045;32437
36987;66971;8150
48342;87456;63067
71062;81602;9280
48078;45936;37077
77422;65103;14144
96472;10474;94152
41760;91339;53771
41116;44881;77733
7832;14107;3866
11124;14992;45391
58615;49645;21618
31299;12977;977
328;65541;88866
85381;49565;44013
16367;80631;54895
28609;45132;93985
19624;23750;6026
87123;9883;63637
51928;16451;84022
2283;7515;48584
55735;46760;34109
38165;83603;54284
26600;25530;84373
6999;32168;26894
97339;64395;4728
88916;86706;11626
51435;71813;61205
72881;57665;9411
26500;65999;82533
77162;33730;21677
29589;95172;46278
51720;21326;61889
78837;59709;94068
4657;61425;34092
50264;33374;17667
62035;48637;26637
66195;48346;98129
93456;14155;3115
35596;27427;58967
5526;97552;4458
51604;64288;91761
4764;51588;72490
90054;23423;43877
51715;39252;2464
